bartels_rotation_number,rigidity_min GV,rigidity_max GV,antiproton_flux m^-2sr^-1s^-1GV^-1,antiproton_flux_error_statistical m^-2sr^-1s^-1GV^-1, antiproton_flux_error_systematic_timedependent m^-2sr^-1s^-1GV^-1,antiproton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2460,2.97,4.02,0.0154,0.0011,0.0002,0.0008
2460,4.02,4.88,0.0128,0.0006,0.0001,0.0006
2460,4.88,5.9,0.0116,0.0005,0.0001,0.0005
2460,5.9,7.09,0.00927,0.00035,0.00018,0.00042
2460,7.09,8.48,0.00636,0.00023,8e-05,0.00027
2460,8.48,11.0,0.0044,0.00013,6e-05,0.00018
2460,11.0,16.6,0.00212,6e-05,1e-05,8e-05
2460,16.6,22.8,0.00085,3.1e-05,1.2e-05,3e-05
2460,22.8,41.9,0.000257,8e-06,4e-06,9e-06
2461,1.0,1.92,0.00671,0.00096,0.00033,0.00063
2461,1.92,2.97,0.0142,0.001,0.0006,0.0011
2461,2.97,4.02,0.0152,0.0011,0.0002,0.0008
2461,4.02,4.88,0.0131,0.0006,0.0001,0.0006
2461,4.88,5.9,0.0113,0.0004,0.0001,0.0005
2461,5.9,7.09,0.00963,0.00034,0.00018,0.00044
2461,7.09,8.48,0.00601,0.00022,8e-05,0.00025
2461,8.48,11.0,0.00448,0.00013,5e-05,0.00018
2461,11.0,16.6,0.00215,6e-05,2e-05,8e-05
2461,16.6,22.8,0.00087,3e-05,8e-06,2.9e-05
2461,22.8,41.9,0.000238,7e-06,4e-06,8e-06
2462,1.0,1.92,0.00599,0.00089,0.00029,0.00056
2462,1.92,2.97,0.0134,0.001,0.0006,0.0011
2462,2.97,4.02,0.0146,0.001,0.0002,0.0008
2462,4.02,4.88,0.0138,0.0006,0.0001,0.0006
2462,4.88,5.9,0.0116,0.0004,0.0001,0.0005
2462,5.9,7.09,0.00945,0.00033,0.00013,0.00041
2462,7.09,8.48,0.00647,0.00022,8e-05,0.00027
2462,8.48,11.0,0.00432,0.00013,4e-05,0.00017
2462,11.0,16.6,0.00196,5e-05,2e-05,7e-05
2462,16.6,22.8,0.000852,2.9e-05,1.4e-05,3.1e-05
2462,22.8,41.9,0.000248,7e-06,4e-06,8e-06
2463,1.0,1.92,0.00614,0.00097,0.00029,0.00057
2463,1.92,2.97,0.0136,0.0011,0.0006,0.0011
2463,2.97,4.02,0.0148,0.0011,0.0002,0.0008
2463,4.02,4.88,0.0125,0.0006,0.0001,0.0006
2463,4.88,5.9,0.0119,0.0005,0.0001,0.0005
2463,5.9,7.09,0.00871,0.00033,0.00015,0.00039
2463,7.09,8.48,0.00637,0.00023,6e-05,0.00026
2463,8.48,11.0,0.00425,0.00013,4e-05,0.00017
2463,11.0,16.6,0.00211,6e-05,2e-05,8e-05
2463,16.6,22.8,0.000831,3e-05,1.7e-05,3.2e-05
2463,22.8,41.9,0.000252,8e-06,4e-06,8e-06
2464,1.0,1.92,0.0064,0.00091,0.00031,0.0006
2464,1.92,2.97,0.0128,0.001,0.0006,0.001
2464,2.97,4.02,0.0107,0.001,0.0003,0.0006
2464,4.02,4.88,0.0128,0.0005,0.0001,0.0006
2464,4.88,5.9,0.0114,0.0004,0.0001,0.0005
2464,5.9,7.09,0.00884,0.00033,0.00017,0.0004
2464,7.09,8.48,0.00631,0.00022,5e-05,0.00026
2464,8.48,11.0,0.00414,0.00012,3e-05,0.00016
2464,11.0,16.6,0.00205,5e-05,1e-05,7e-05
2464,16.6,22.8,0.000868,3e-05,1.3e-05,3.1e-05
2464,22.8,41.9,0.000248,8e-06,4e-06,8e-06
2465,1.0,1.92,0.00586,0.00094,0.00029,0.00055
2465,1.92,2.97,0.0118,0.001,0.0005,0.0009
2465,2.97,4.02,0.0125,0.001,0.0003,0.0007
2465,4.02,4.88,0.0124,0.0005,0.0001,0.0006
2465,4.88,5.9,0.0113,0.0004,0.0001,0.0005
2465,5.9,7.09,0.00881,0.00033,0.00016,0.0004
2465,7.09,8.48,0.00669,0.00022,8e-05,0.00028
2465,8.48,11.0,0.00421,0.00013,5e-05,0.00017
2465,11.0,16.6,0.00207,6e-05,3e-05,8e-05
2465,16.6,22.8,0.000896,3e-05,1e-05,3.1e-05
2465,22.8,41.9,0.000254,7e-06,3e-06,8e-06
2466,1.0,1.92,0.00552,0.00089,0.00027,0.00052
2466,1.92,2.97,0.0129,0.0011,0.0006,0.001
2466,2.97,4.02,0.0141,0.0011,0.0003,0.0007
2466,4.02,4.88,0.0122,0.0006,0.0001,0.0006
2466,4.88,5.9,0.0112,0.0004,0.0001,0.0005
2466,5.9,7.09,0.00908,0.00033,0.00015,0.0004
2466,7.09,8.48,0.00737,0.00025,0.0001,0.00031
2466,8.48,11.0,0.00429,0.00013,5e-05,0.00017
2466,11.0,16.6,0.00205,6e-05,2e-05,7e-05
2466,16.6,22.8,0.000881,3.1e-05,1.8e-05,3.4e-05
2466,22.8,41.9,0.000253,8e-06,4e-06,8e-06
2467,1.0,1.92,0.00581,0.00087,0.00028,0.00054
2467,1.92,2.97,0.0136,0.001,0.0006,0.0011
2467,2.97,4.02,0.013,0.001,0.0002,0.0007
2467,4.02,4.88,0.012,0.0005,0.0001,0.0006
2467,4.88,5.9,0.0114,0.0004,0.0001,0.0005
2467,5.9,7.09,0.00945,0.00033,0.00016,0.00042
2467,7.09,8.48,0.00697,0.00024,9e-05,0.00029
2467,8.48,11.0,0.00422,0.00013,3e-05,0.00016
2467,11.0,16.6,0.00198,6e-05,2e-05,7e-05
2467,16.6,22.8,0.000877,3.1e-05,1.2e-05,3.1e-05
2467,22.8,41.9,0.000241,8e-06,4e-06,8e-06
2468,1.0,1.92,0.00721,0.00094,0.00035,0.00067
2468,1.92,2.97,0.0124,0.001,0.0005,0.001
2468,2.97,4.02,0.0145,0.0011,0.0002,0.0007
2468,4.02,4.88,0.0131,0.0005,0.0001,0.0006
2468,4.88,5.9,0.0115,0.0004,0.0001,0.0005
2468,5.9,7.09,0.00853,0.00031,0.00015,0.00038
2468,7.09,8.48,0.00622,0.00022,8e-05,0.00026
2468,8.48,11.0,0.00424,0.00013,5e-05,0.00017
2468,11.0,16.6,0.00211,6e-05,3e-05,8e-05
2468,16.6,22.8,0.000897,3e-05,1.3e-05,3.2e-05
2468,22.8,41.9,0.000246,7e-06,3e-06,8e-06
2469,1.0,1.92,0.00657,0.00094,0.00032,0.00061
2469,1.92,2.97,0.0125,0.001,0.0005,0.001
2469,2.97,4.02,0.0146,0.0011,0.0003,0.0008
2469,4.02,4.88,0.0131,0.0006,0.0001,0.0006
2469,4.88,5.9,0.0112,0.0004,0.0001,0.0005
2469,5.9,7.09,0.00898,0.00032,0.00014,0.0004
2469,7.09,8.48,0.00708,0.00024,9e-05,0.00029
2469,8.48,11.0,0.00421,0.00013,4e-05,0.00016
2469,11.0,16.6,0.00212,6e-05,2e-05,8e-05
2469,16.6,22.8,0.000846,3e-05,1.5e-05,3.1e-05
2469,22.8,41.9,0.000243,8e-06,3e-06,8e-06
2470,1.0,1.92,0.0065,0.00098,0.00032,0.00061
2470,1.92,2.97,0.0125,0.0011,0.0005,0.001
2470,2.97,4.02,0.0145,0.0012,0.0003,0.0008
2470,4.02,4.88,0.0128,0.0006,0.0001,0.0006
2470,4.88,5.9,0.0114,0.0004,0.0001,0.0005
2470,5.9,7.09,0.00903,0.00033,0.00014,0.0004
2470,7.09,8.48,0.00712,0.00024,0.0001,0.0003
2470,8.48,11.0,0.00447,0.00013,4e-05,0.00017
2470,11.0,16.6,0.00216,6e-05,2e-05,8e-05
2470,16.6,22.8,0.000841,3e-05,7e-06,2.8e-05
2470,22.8,41.9,0.000235,7e-06,4e-06,8e-06
2471,1.0,1.92,0.00619,0.00117,0.00031,0.00058
2471,1.92,2.97,0.0123,0.0013,0.0005,0.001
2471,2.97,4.02,0.0141,0.0014,0.0003,0.0007
2471,4.02,4.88,0.0134,0.0007,0.0002,0.0006
2471,4.88,5.9,0.0115,0.0005,0.0001,0.0005
2471,5.9,7.09,0.00908,0.0004,0.00019,0.00042
2471,7.09,8.48,0.0062,0.00028,0.0001,0.00027
2471,8.48,11.0,0.00425,0.00016,5e-05,0.00017
2471,11.0,16.6,0.00211,7e-05,3e-05,8e-05
2471,16.6,22.8,0.000789,3.5e-05,1e-05,2.7e-05
2471,22.8,41.9,0.000256,9e-06,4e-06,9e-06
2474,1.0,1.92,0.00655,0.00104,0.00035,0.00063
2474,1.92,2.97,0.0122,0.001,0.0005,0.001
2474,2.97,4.02,0.0145,0.0011,0.0002,0.0008
2474,4.02,4.88,0.0124,0.0005,0.0001,0.0006
2474,4.88,5.9,0.0113,0.0004,0.0001,0.0005
2474,5.9,7.09,0.00893,0.00032,0.00013,0.00039
2474,7.09,8.48,0.0061,0.00022,9e-05,0.00026
2474,8.48,11.0,0.00409,0.00013,3e-05,0.00016
2474,11.0,16.6,0.00195,5e-05,2e-05,7e-05
2474,16.6,22.8,0.000824,3e-05,1.2e-05,2.9e-05
2474,22.8,41.9,0.000248,8e-06,4e-06,8e-06
2475,1.0,1.92,0.00659,0.00102,0.00034,0.00063
2475,1.92,2.97,0.0135,0.0011,0.0006,0.0011
2475,2.97,4.02,0.0144,0.0011,0.0003,0.0008
2475,4.02,4.88,0.0121,0.0005,0.0001,0.0006
2475,4.88,5.9,0.0111,0.0004,0.0001,0.0005
2475,5.9,7.09,0.00833,0.00032,0.00016,0.00038
2475,7.09,8.48,0.00653,0.00023,8e-05,0.00027
2475,8.48,11.0,0.00411,0.00013,6e-05,0.00017
2475,11.0,16.6,0.00219,6e-05,2e-05,8e-05
2475,16.6,22.8,0.00082,3e-05,1.3e-05,2.9e-05
2475,22.8,41.9,0.000244,8e-06,4e-06,8e-06
2476,1.0,1.92,0.0083,0.00108,0.0004,0.00078
2476,1.92,2.97,0.0118,0.001,0.0005,0.0009
2476,2.97,4.02,0.0124,0.001,0.0002,0.0006
2476,4.02,4.88,0.0113,0.0005,0.0001,0.0005
2476,4.88,5.9,0.0108,0.0004,0.0001,0.0005
2476,5.9,7.09,0.00837,0.00032,0.00017,0.00038
2476,7.09,8.48,0.00606,0.00022,7e-05,0.00025
2476,8.48,11.0,0.00403,0.00013,4e-05,0.00016
2476,11.0,16.6,0.00194,5e-05,2e-05,7e-05
2476,16.6,22.8,0.00087,3.1e-05,1.5e-05,3.2e-05
2476,22.8,41.9,0.000248,8e-06,5e-06,9e-06
2477,1.0,1.92,0.00708,0.00105,0.00035,0.00066
2477,1.92,2.97,0.011,0.001,0.0005,0.0009
2477,2.97,4.02,0.0134,0.001,0.0002,0.0007
2477,4.02,4.88,0.0112,0.0005,0.0001,0.0005
2477,4.88,5.9,0.0103,0.0004,0.0001,0.0005
2477,5.9,7.09,0.0086,0.00032,0.00013,0.00038
2477,7.09,8.48,0.00665,0.00024,9e-05,0.00028
2477,8.48,11.0,0.00398,0.00013,4e-05,0.00016
2477,11.0,16.6,0.00199,6e-05,2e-05,7e-05
2477,16.6,22.8,0.000891,3.1e-05,1.3e-05,3.1e-05
2477,22.8,41.9,0.000256,8e-06,5e-06,9e-06
2478,1.0,1.92,0.00533,0.00098,0.00027,0.0005
2478,1.92,2.97,0.00989,0.00109,0.00043,0.00079
2478,2.97,4.02,0.0111,0.0011,0.0002,0.0006
2478,4.02,4.88,0.0117,0.0006,0.0001,0.0005
2478,4.88,5.9,0.0109,0.0005,0.0001,0.0005
2478,5.9,7.09,0.00821,0.00034,0.00016,0.00037
2478,7.09,8.48,0.00634,0.00025,0.00011,0.00027
2478,8.48,11.0,0.00406,0.00013,6e-05,0.00016
2478,11.0,16.6,0.00206,6e-05,2e-05,8e-05
2478,16.6,22.8,0.000791,3e-05,1e-05,2.7e-05
2478,22.8,41.9,0.000232,8e-06,3e-06,7e-06
2479,1.0,1.92,0.00806,0.00109,0.00039,0.00076
2479,1.92,2.97,0.0107,0.001,0.0005,0.0008
2479,2.97,4.02,0.0133,0.0011,0.0003,0.0007
2479,4.02,4.88,0.0121,0.0005,0.0001,0.0006
2479,4.88,5.9,0.0117,0.0005,0.0001,0.0005
2479,5.9,7.09,0.00793,0.00032,0.00015,0.00036
2479,7.09,8.48,0.00609,0.00022,7e-05,0.00025
2479,8.48,11.0,0.00424,0.00013,5e-05,0.00017
2479,11.0,16.6,0.00189,5e-05,2e-05,7e-05
2479,16.6,22.8,0.000813,2.9e-05,1.4e-05,2.9e-05
2479,22.8,41.9,0.000245,7e-06,3e-06,8e-06
2480,1.0,1.92,0.00547,0.00091,0.00027,0.00052
2480,1.92,2.97,0.0113,0.001,0.0005,0.0009
2480,2.97,4.02,0.0122,0.0011,0.0002,0.0006
2480,4.02,4.88,0.0119,0.0005,0.0001,0.0005
2480,4.88,5.9,0.0114,0.0005,0.0001,0.0005
2480,5.9,7.09,0.00894,0.00033,0.00016,0.0004
2480,7.09,8.48,0.00634,0.00023,9e-05,0.00027
2480,8.48,11.0,0.00428,0.00013,4e-05,0.00017
2480,11.0,16.6,0.00205,6e-05,2e-05,8e-05
2480,16.6,22.8,0.000818,3e-05,1.2e-05,2.9e-05
2480,22.8,41.9,0.000251,8e-06,3e-06,8e-06
2481,1.0,1.92,0.00671,0.00106,0.00033,0.00063
2481,1.92,2.97,0.0108,0.0011,0.0005,0.0009
2481,2.97,4.02,0.014,0.0011,0.0002,0.0007
2481,4.02,4.88,0.0114,0.0006,0.0001,0.0005
2481,4.88,5.9,0.011,0.0005,0.0001,0.0005
2481,5.9,7.09,0.00862,0.00034,0.00013,0.00038
2481,7.09,8.48,0.00703,0.00026,0.00012,0.0003
2481,8.48,11.0,0.0038,0.00013,4e-05,0.00015
2481,11.0,16.6,0.00199,6e-05,3e-05,7e-05
2481,16.6,22.8,0.000861,3.2e-05,1.4e-05,3.1e-05
2481,22.8,41.9,0.000251,8e-06,4e-06,8e-06
2482,1.0,1.92,0.00683,0.00107,0.00034,0.00064
2482,1.92,2.97,0.0117,0.0011,0.0005,0.0009
2482,2.97,4.02,0.015,0.0011,0.0002,0.0008
2482,4.02,4.88,0.0119,0.0006,0.0001,0.0006
2482,4.88,5.9,0.0102,0.0004,0.0001,0.0005
2482,5.9,7.09,0.00904,0.00034,0.00017,0.00041
2482,7.09,8.48,0.00679,0.00024,9e-05,0.00028
2482,8.48,11.0,0.00409,0.00013,4e-05,0.00016
2482,11.0,16.6,0.00202,6e-05,2e-05,7e-05
2482,16.6,22.8,0.0008,2.9e-05,8e-06,2.7e-05
2482,22.8,41.9,0.000248,8e-06,3e-06,8e-06
2483,1.0,1.92,0.00772,0.00116,0.00037,0.00072
2483,1.92,2.97,0.0119,0.0012,0.0005,0.001
2483,2.97,4.02,0.0148,0.0012,0.0003,0.0008
2483,4.02,4.88,0.0125,0.0006,0.0002,0.0006
2483,4.88,5.9,0.0113,0.0005,0.0001,0.0005
2483,5.9,7.09,0.00967,0.00036,0.00018,0.00044
2483,7.09,8.48,0.00664,0.00024,7e-05,0.00027
2483,8.48,11.0,0.00436,0.00014,4e-05,0.00017
2483,11.0,16.6,0.00191,6e-05,1e-05,7e-05
2483,16.6,22.8,0.000848,3.1e-05,1.1e-05,2.9e-05
2483,22.8,41.9,0.000237,8e-06,3e-06,8e-06
2484,1.0,1.92,0.00663,0.00125,0.00034,0.00063
2484,1.92,2.97,0.0115,0.0013,0.0005,0.0009
2484,2.97,4.02,0.0158,0.0012,0.0002,0.0008
2484,4.02,4.88,0.0126,0.0006,0.0001,0.0006
2484,4.88,5.9,0.011,0.0005,0.0001,0.0005
2484,5.9,7.09,0.00929,0.00036,0.00015,0.00041
2484,7.09,8.48,0.00625,0.00024,0.0001,0.00027
2484,8.48,11.0,0.00433,0.00014,5e-05,0.00017
2484,11.0,16.6,0.00204,6e-05,3e-05,8e-05
2484,16.6,22.8,0.00085,3.2e-05,1.7e-05,3.2e-05
2484,22.8,41.9,0.000247,8e-06,5e-06,9e-06
2485,1.0,1.92,0.0101,0.0015,0.0005,0.0009
2485,1.92,2.97,0.0122,0.0012,0.0005,0.001
2485,2.97,4.02,0.0143,0.0011,0.0002,0.0007
2485,4.02,4.88,0.0118,0.0006,0.0001,0.0005
2485,4.88,5.9,0.0116,0.0005,0.0001,0.0005
2485,5.9,7.09,0.00935,0.00036,0.00018,0.00043
2485,7.09,8.48,0.00643,0.00024,0.0001,0.00027
2485,8.48,11.0,0.00434,0.00014,4e-05,0.00017
2485,11.0,16.6,0.00196,6e-05,2e-05,7e-05
2485,16.6,22.8,0.000903,3.3e-05,1.8e-05,3.4e-05
2485,22.8,41.9,0.000232,8e-06,3e-06,7e-06
2486,1.0,1.92,0.00521,0.00105,0.00027,0.00049
2486,1.92,2.97,0.0133,0.0012,0.0006,0.0011
2486,2.97,4.02,0.0136,0.0011,0.0003,0.0007
2486,4.02,4.88,0.0117,0.0006,0.0001,0.0005
2486,4.88,5.9,0.0115,0.0005,0.0001,0.0005
2486,5.9,7.09,0.00867,0.00034,0.00017,0.0004
2486,7.09,8.48,0.00656,0.00025,0.00013,0.00029
2486,8.48,11.0,0.00424,0.00014,3e-05,0.00016
2486,11.0,16.6,0.00205,6e-05,3e-05,8e-05
2486,16.6,22.8,0.000926,3.4e-05,1.4e-05,3.3e-05
2486,22.8,41.9,0.000247,8e-06,4e-06,8e-06
2487,1.0,1.92,0.00798,0.00113,0.00039,0.00075
2487,1.92,2.97,0.0128,0.0011,0.0005,0.001
2487,2.97,4.02,0.015,0.0011,0.0002,0.0008
2487,4.02,4.88,0.0132,0.0006,0.0001,0.0006
2487,4.88,5.9,0.0119,0.0005,0.0001,0.0005
2487,5.9,7.09,0.00887,0.00034,0.00018,0.00041
2487,7.09,8.48,0.00608,0.00022,9e-05,0.00026
2487,8.48,11.0,0.00462,0.00014,3e-05,0.00018
2487,11.0,16.6,0.00202,5e-05,2e-05,7e-05
2487,16.6,22.8,0.000885,3.1e-05,1.3e-05,3.1e-05
2487,22.8,41.9,0.000241,7e-06,3e-06,8e-06
2488,1.0,1.92,0.00762,0.00124,0.00039,0.00072
2488,1.92,2.97,0.012,0.0012,0.0005,0.001
2488,2.97,4.02,0.0139,0.0012,0.0003,0.0007
2488,4.02,4.88,0.0139,0.0006,0.0001,0.0006
2488,4.88,5.9,0.0128,0.0005,0.0001,0.0006
2488,5.9,7.09,0.00959,0.00036,0.00016,0.00043
2488,7.09,8.48,0.0064,0.00024,8e-05,0.00027
2488,8.48,11.0,0.00418,0.00014,5e-05,0.00016
2488,11.0,16.6,0.00207,6e-05,2e-05,8e-05
2488,16.6,22.8,0.000789,3e-05,1e-05,2.7e-05
2488,22.8,41.9,0.000242,8e-06,3e-06,8e-06
2489,1.0,1.92,0.00772,0.00118,0.00038,0.00072
2489,1.92,2.97,0.0136,0.0012,0.0006,0.0011
2489,2.97,4.02,0.0131,0.0011,0.0003,0.0007
2489,4.02,4.88,0.0129,0.0006,0.0001,0.0006
2489,4.88,5.9,0.0113,0.0005,0.0001,0.0005
2489,5.9,7.09,0.0104,0.0004,0.0001,0.0004
2489,7.09,8.48,0.00688,0.00025,0.0001,0.00029
2489,8.48,11.0,0.0042,0.00013,5e-05,0.00017
2489,11.0,16.6,0.00214,6e-05,2e-05,8e-05
2489,16.6,22.8,0.00079,3e-05,9e-06,2.7e-05
2489,22.8,41.9,0.000242,8e-06,4e-06,8e-06
2490,1.0,1.92,0.00853,0.00133,0.00042,0.0008
2490,1.92,2.97,0.0146,0.0012,0.0006,0.0012
2490,2.97,4.02,0.0139,0.0013,0.0003,0.0008
2490,4.02,4.88,0.014,0.0006,0.0002,0.0007
2490,4.88,5.9,0.0119,0.0005,0.0001,0.0005
2490,5.9,7.09,0.00999,0.00038,0.00021,0.00046
2490,7.09,8.48,0.00695,0.00026,9e-05,0.00029
2490,8.48,11.0,0.00431,0.00014,4e-05,0.00017
2490,11.0,16.6,0.0021,6e-05,3e-05,8e-05
2490,16.6,22.8,0.000903,3.3e-05,2.1e-05,3.6e-05
2490,22.8,41.9,0.000247,8e-06,3e-06,8e-06
2491,1.0,1.92,0.00949,0.00141,0.00046,0.00089
2491,1.92,2.97,0.0138,0.0012,0.0006,0.0011
2491,2.97,4.02,0.0138,0.0012,0.0003,0.0007
2491,4.02,4.88,0.0131,0.0006,0.0001,0.0006
2491,4.88,5.9,0.0118,0.0005,0.0001,0.0005
2491,5.9,7.09,0.00982,0.00036,0.00018,0.00044
2491,7.09,8.48,0.00611,0.00024,0.00011,0.00026
2491,8.48,11.0,0.00409,0.00013,4e-05,0.00016
2491,11.0,16.6,0.00217,6e-05,3e-05,8e-05
2491,16.6,22.8,0.000835,3.1e-05,7e-06,2.8e-05
2491,22.8,41.9,0.000253,8e-06,5e-06,9e-06
2492,1.0,1.92,0.00696,0.00119,0.00035,0.00066
2492,1.92,2.97,0.0148,0.0012,0.0006,0.0012
2492,2.97,4.02,0.0139,0.0012,0.0003,0.0007
2492,4.02,4.88,0.0129,0.0006,0.0001,0.0006
2492,4.88,5.9,0.0118,0.0005,0.0001,0.0005
2492,5.9,7.09,0.00935,0.00035,0.00019,0.00043
2492,7.09,8.48,0.00657,0.00024,7e-05,0.00027
2492,8.48,11.0,0.00453,0.00014,5e-05,0.00018
2492,11.0,16.6,0.00193,6e-05,2e-05,7e-05
2492,16.6,22.8,0.00085,3.2e-05,9e-06,2.9e-05
2492,22.8,41.9,0.000242,8e-06,4e-06,8e-06
2493,1.0,1.92,0.00796,0.00138,0.00038,0.00074
2493,1.92,2.97,0.0141,0.0013,0.0006,0.0011
2493,2.97,4.02,0.0154,0.0014,0.0003,0.0008
2493,4.02,4.88,0.013,0.0006,0.0001,0.0006
2493,4.88,5.9,0.0116,0.0005,0.0001,0.0005
2493,5.9,7.09,0.00896,0.00035,0.00019,0.00041
2493,7.09,8.48,0.00662,0.00025,8e-05,0.00027
2493,8.48,11.0,0.00438,0.00014,7e-05,0.00018
2493,11.0,16.6,0.00203,6e-05,2e-05,7e-05
2493,16.6,22.8,0.000844,3.2e-05,1.8e-05,3.2e-05
2493,22.8,41.9,0.000236,8e-06,4e-06,8e-06
2494,1.0,1.92,0.0114,0.0015,0.0006,0.0011
2494,1.92,2.97,0.0143,0.0012,0.0006,0.0011
2494,2.97,4.02,0.0155,0.0012,0.0003,0.0008
2494,4.02,4.88,0.013,0.0006,0.0001,0.0006
2494,4.88,5.9,0.013,0.0005,0.0001,0.0006
2494,5.9,7.09,0.00906,0.00035,0.00016,0.00041
2494,7.09,8.48,0.0067,0.00024,9e-05,0.00028
2494,8.48,11.0,0.00427,0.00013,3e-05,0.00016
2494,11.0,16.6,0.00216,6e-05,3e-05,8e-05
2494,16.6,22.8,0.000934,3.3e-05,1.8e-05,3.5e-05
2494,22.8,41.9,0.000248,8e-06,4e-06,8e-06
2495,1.0,1.92,0.00842,0.00132,0.00044,0.00081
2495,1.92,2.97,0.0144,0.0012,0.0006,0.0011
2495,2.97,4.02,0.0163,0.0012,0.0002,0.0008
2495,4.02,4.88,0.0134,0.0006,0.0001,0.0006
2495,4.88,5.9,0.0125,0.0005,0.0001,0.0005
2495,5.9,7.09,0.00965,0.00035,0.00016,0.00043
2495,7.09,8.48,0.00641,0.00024,9e-05,0.00027
2495,8.48,11.0,0.00418,0.00013,6e-05,0.00017
2495,11.0,16.6,0.00206,6e-05,2e-05,8e-05
2495,16.6,22.8,0.000868,3.1e-05,1.3e-05,3.1e-05
2495,22.8,41.9,0.000231,7e-06,3e-06,7e-06
2496,1.0,1.92,0.00863,0.00136,0.00041,0.0008
2496,1.92,2.97,0.0141,0.0013,0.0006,0.0011
2496,2.97,4.02,0.0153,0.0012,0.0003,0.0008
2496,4.02,4.88,0.0134,0.0006,0.0002,0.0006
2496,4.88,5.9,0.0114,0.0005,0.0001,0.0005
2496,5.9,7.09,0.00927,0.00035,0.00018,0.00042
2496,7.09,8.48,0.00653,0.00025,9e-05,0.00028
2496,8.48,11.0,0.00435,0.00014,5e-05,0.00017
2496,11.0,16.6,0.00198,6e-05,2e-05,7e-05
2496,16.6,22.8,0.000799,3.1e-05,1.4e-05,2.9e-05
