bartels_rotation_number,rigidity_min GV,rigidity_max GV,antiproton_flux m^-2sr^-1s^-1GV^-1,antiproton_flux_error_statistical m^-2sr^-1s^-1GV^-1, antiproton_flux_error_systematic_timedependent m^-2sr^-1s^-1GV^-1,antiproton_flux_error_systematic_total m^-2sr^-1s^-1GV^-1
2532,22.8,41.9,0.000246,9e-06,4e-06,8e-06
2534,1.0,1.92,0.0083,0.00147,0.00046,0.00081
2534,1.92,2.97,0.0166,0.0015,0.0007,0.0013
2534,2.97,4.02,0.0189,0.0014,0.0004,0.001
2534,4.02,4.88,0.015,0.0007,0.0002,0.0007
2534,4.88,5.9,0.0132,0.0005,0.0001,0.0006
2534,5.9,7.09,0.0104,0.0004,0.0002,0.0005
2534,7.09,8.48,0.00748,0.00027,8e-05,0.00031
2534,8.48,11.0,0.00446,0.00014,4e-05,0.00017
2534,11.0,16.6,0.00215,6e-05,2e-05,8e-05
2534,16.6,22.8,0.000896,3.3e-05,1.4e-05,3.2e-05
2534,22.8,41.9,0.000268,8e-06,4e-06,9e-06
2536,1.0,1.92,0.00805,0.00168,0.00041,0.00076
2536,1.92,2.97,0.0194,0.0018,0.0008,0.0015
2536,2.97,4.02,0.018,0.0017,0.0004,0.001
2536,4.02,4.88,0.0177,0.0009,0.0002,0.0008
2536,4.88,5.9,0.0135,0.0006,0.0001,0.0006
2536,5.9,7.09,0.0108,0.0005,0.0002,0.0005
2536,7.09,8.48,0.00753,0.00032,6e-05,0.0003
2536,8.48,11.0,0.0046,0.00017,6e-05,0.00018
2536,11.0,16.6,0.00216,7e-05,2e-05,8e-05
2536,16.6,22.8,0.000876,3.9e-05,1.7e-05,3.3e-05
2536,22.8,41.9,0.000278,1e-05,3e-06,9e-06
2538,1.0,1.92,0.0114,0.0024,0.0005,0.0011
2538,1.92,2.97,0.0188,0.002,0.0008,0.0015
2538,2.97,4.02,0.017,0.0018,0.0005,0.001
2538,4.02,4.88,0.0141,0.0008,0.0002,0.0007
2538,4.88,5.9,0.0137,0.0007,0.0001,0.0006
2538,5.9,7.09,0.0112,0.0005,0.0003,0.0005
2538,7.09,8.48,0.00782,0.00034,0.0001,0.00032
2538,8.48,11.0,0.00465,0.00018,6e-05,0.00018
2538,11.0,16.6,0.00221,8e-05,3e-05,8e-05
2538,16.6,22.8,0.000902,4e-05,1.3e-05,3.2e-05
2538,22.8,41.9,0.00026,1e-05,2e-06,8e-06
2539,1.0,1.92,0.0109,0.0017,0.0006,0.001
2539,1.92,2.97,0.0168,0.0015,0.0008,0.0014
2539,2.97,4.02,0.0192,0.0015,0.0004,0.001
2539,4.02,4.88,0.0158,0.0007,0.0002,0.0007
2539,4.88,5.9,0.0134,0.0005,0.0001,0.0006
2539,5.9,7.09,0.00995,0.00039,0.0002,0.00045
2539,7.09,8.48,0.00715,0.00027,0.0001,0.0003
2539,8.48,11.0,0.00498,0.00015,4e-05,0.00019
2539,11.0,16.6,0.00215,6e-05,3e-05,8e-05
2539,16.6,22.8,0.000866,3.3e-05,8e-06,2.9e-05
2539,22.8,41.9,0.000237,8e-06,4e-06,8e-06
2540,1.0,1.92,0.0116,0.0029,0.0006,0.0011
2540,1.92,2.97,0.0202,0.0025,0.0009,0.0016
2540,2.97,4.02,0.0144,0.0023,0.001,0.0012
2540,4.02,4.88,0.0155,0.0011,0.0002,0.0007
2540,4.88,5.9,0.0145,0.0009,0.0001,0.0006
2540,5.9,7.09,0.0108,0.0006,0.0002,0.0005
2540,7.09,8.48,0.00747,0.00041,0.00018,0.00035
2540,8.48,11.0,0.00496,0.00024,0.00011,0.00022
2540,11.0,16.6,0.00201,9e-05,4e-05,8e-05
2540,16.6,22.8,0.000907,5.2e-05,1e-05,3.1e-05
2540,22.8,41.9,0.000251,1.3e-05,4e-06,8e-06
2543,1.0,1.92,0.0106,0.0033,0.0006,0.001
2543,1.92,2.97,0.0182,0.0033,0.0009,0.0015
2543,2.97,4.02,0.0196,0.0029,0.0005,0.0011
2543,4.02,4.88,0.0189,0.0015,0.0005,0.001
2543,4.88,5.9,0.0153,0.0011,0.0002,0.0007
2543,5.9,7.09,0.0116,0.0008,0.0004,0.0007
2543,7.09,8.48,0.00843,0.00065,0.0004,0.00052
2543,8.48,11.0,0.00497,0.00032,0.00015,0.00024
2543,11.0,16.6,0.00237,0.00014,4e-05,9e-05
2543,16.6,22.8,0.000891,7e-05,1e-05,3e-05
2543,22.8,41.9,0.000258,1.8e-05,4e-06,9e-06
2544,1.0,1.92,0.0108,0.0017,0.0006,0.001
2544,1.92,2.97,0.0207,0.0016,0.0009,0.0017
2544,2.97,4.02,0.0162,0.0014,0.0005,0.0009
2544,4.02,4.88,0.015,0.0007,0.0002,0.0007
2544,4.88,5.9,0.0132,0.0005,0.0001,0.0006
2544,5.9,7.09,0.0112,0.0004,0.0002,0.0005
2544,7.09,8.48,0.00762,0.00027,0.00012,0.00032
2544,8.48,11.0,0.0047,0.00015,5e-05,0.00018
2544,11.0,16.6,0.00221,6e-05,2e-05,8e-05
2544,16.6,22.8,0.000891,3.3e-05,1.2e-05,3.1e-05
2544,22.8,41.9,0.00025,8e-06,3e-06,8e-06
2545,1.0,1.92,0.0112,0.002,0.0006,0.0011
2545,1.92,2.97,0.0184,0.0017,0.0008,0.0015
2545,2.97,4.02,0.0214,0.0016,0.0003,0.0011
2545,4.02,4.88,0.0162,0.0008,0.0002,0.0007
2545,4.88,5.9,0.0148,0.0006,0.0001,0.0007
2545,5.9,7.09,0.0111,0.0004,0.0002,0.0005
2545,7.09,8.48,0.00696,0.00028,0.00013,0.0003
2545,8.48,11.0,0.00485,0.00016,5e-05,0.00019
2545,11.0,16.6,0.00225,7e-05,2e-05,8e-05
2545,16.6,22.8,0.0009,3.5e-05,1.7e-05,3.4e-05
2545,22.8,41.9,0.000259,9e-06,5e-06,9e-06
2546,1.0,1.92,0.00976,0.00191,0.0005,0.00093
2546,1.92,2.97,0.0169,0.0017,0.0007,0.0013
2546,2.97,4.02,0.0174,0.0017,0.0005,0.001
2546,4.02,4.88,0.0158,0.0007,0.0001,0.0007
2546,4.88,5.9,0.0139,0.0006,0.0001,0.0006
2546,5.9,7.09,0.0109,0.0004,0.0004,0.0006
2546,7.09,8.48,0.00764,0.00029,0.00011,0.00032
2546,8.48,11.0,0.00483,0.00016,8e-05,0.0002
2546,11.0,16.6,0.00218,7e-05,2e-05,8e-05
2546,16.6,22.8,0.000961,3.6e-05,1.5e-05,3.4e-05
2546,22.8,41.9,0.00025,8e-06,4e-06,8e-06
2547,1.0,1.92,0.0147,0.0025,0.0008,0.0014
2547,1.92,2.97,0.0177,0.0018,0.0008,0.0014
2547,2.97,4.02,0.0157,0.0016,0.0005,0.0009
2547,4.02,4.88,0.0165,0.0008,0.0002,0.0008
2547,4.88,5.9,0.0139,0.0006,0.0001,0.0006
2547,5.9,7.09,0.011,0.0004,0.0002,0.0005
2547,7.09,8.48,0.0077,0.00029,7e-05,0.00031
2547,8.48,11.0,0.00483,0.00016,5e-05,0.00019
2547,11.0,16.6,0.00215,7e-05,3e-05,8e-05
2547,16.6,22.8,0.000937,3.6e-05,1.6e-05,3.4e-05
2547,22.8,41.9,0.000246,8e-06,5e-06,9e-06
2548,1.0,1.92,0.0095,0.00245,0.00059,0.00096
2548,1.92,2.97,0.0172,0.0021,0.0008,0.0014
2548,2.97,4.02,0.0201,0.0022,0.0005,0.0011
2548,4.02,4.88,0.0165,0.001,0.0002,0.0008
2548,4.88,5.9,0.014,0.0007,0.0001,0.0006
2548,5.9,7.09,0.0111,0.0005,0.0002,0.0005
2548,7.09,8.48,0.00758,0.00037,0.00012,0.00032
2548,8.48,11.0,0.00517,0.00021,7e-05,0.00021
2548,11.0,16.6,0.00212,8e-05,2e-05,8e-05
2548,16.6,22.8,0.000889,4.4e-05,2.2e-05,3.6e-05
2548,22.8,41.9,0.000272,1.2e-05,5e-06,9e-06
2552,1.0,1.92,0.0106,0.0025,0.0006,0.001
2552,1.92,2.97,0.017,0.0021,0.0008,0.0014
2552,2.97,4.02,0.0183,0.0021,0.0005,0.001
2552,4.02,4.88,0.0157,0.001,0.0002,0.0007
2552,4.88,5.9,0.0138,0.0008,0.0002,0.0006
2552,5.9,7.09,0.0117,0.0006,0.0003,0.0005
2552,7.09,8.48,0.00816,0.00041,0.00017,0.00036
2552,8.48,11.0,0.0047,0.00021,7e-05,0.00019
2552,11.0,16.6,0.00233,0.0001,4e-05,9e-05
2552,16.6,22.8,0.000897,4.9e-05,1.8e-05,3.4e-05
2552,22.8,41.9,0.000257,1.2e-05,4e-06,9e-06
2553,1.0,1.92,0.0123,0.0022,0.0006,0.0012
2553,1.92,2.97,0.0158,0.0018,0.0007,0.0013
2553,2.97,4.02,0.0151,0.0019,0.0007,0.001
2553,4.02,4.88,0.0161,0.0008,0.0002,0.0008
2553,4.88,5.9,0.0142,0.0007,0.0001,0.0006
2553,5.9,7.09,0.0102,0.0005,0.0003,0.0005
2553,7.09,8.48,0.00827,0.00034,0.0002,0.00038
2553,8.48,11.0,0.00482,0.00018,6e-05,0.00019
2553,11.0,16.6,0.00228,8e-05,3e-05,8e-05
2553,16.6,22.8,0.000896,4e-05,2.1e-05,3.6e-05
2553,22.8,41.9,0.000258,1e-05,4e-06,9e-06
2554,1.0,1.92,0.0118,0.002,0.0006,0.0011
2554,1.92,2.97,0.0197,0.0018,0.0009,0.0016
2554,2.97,4.02,0.0193,0.0018,0.0005,0.0011
2554,4.02,4.88,0.0156,0.0008,0.0002,0.0007
2554,4.88,5.9,0.0148,0.0007,0.0001,0.0007
2554,5.9,7.09,0.011,0.0005,0.0002,0.0005
2554,7.09,8.48,0.00789,0.00032,0.00012,0.00034
2554,8.48,11.0,0.0049,0.00017,5e-05,0.00019
2554,11.0,16.6,0.00222,7e-05,3e-05,8e-05
2554,16.6,22.8,0.000962,3.9e-05,1.4e-05,3.4e-05
2554,22.8,41.9,0.000252,9e-06,5e-06,9e-06
2555,1.0,1.92,0.011,0.0018,0.0006,0.001
2555,1.92,2.97,0.0143,0.0016,0.0007,0.0012
2555,2.97,4.02,0.0148,0.0016,0.0005,0.0008
2555,4.02,4.88,0.0148,0.0008,0.0002,0.0007
2555,4.88,5.9,0.0136,0.0006,0.0001,0.0006
2555,5.9,7.09,0.0101,0.0004,0.0002,0.0005
2555,7.09,8.48,0.00789,0.00031,0.00014,0.00034
2555,8.48,11.0,0.00477,0.00017,7e-05,0.00019
2555,11.0,16.6,0.00219,7e-05,2e-05,8e-05
2555,16.6,22.8,0.000812,3.5e-05,1.6e-05,3.1e-05
2555,22.8,41.9,0.00024,9e-06,4e-06,8e-06
2556,1.0,1.92,0.0112,0.0018,0.0006,0.0011
2556,1.92,2.97,0.0162,0.0015,0.0007,0.0013
2556,2.97,4.02,0.0165,0.0015,0.0004,0.0009
2556,4.02,4.88,0.0161,0.0007,0.0002,0.0007
2556,4.88,5.9,0.0131,0.0006,0.0001,0.0006
2556,5.9,7.09,0.0108,0.0004,0.0002,0.0005
2556,7.09,8.48,0.00735,0.00028,0.0001,0.00031
2556,8.48,11.0,0.00458,0.00015,6e-05,0.00018
2556,11.0,16.6,0.00208,6e-05,2e-05,8e-05
2556,16.6,22.8,0.000868,3.3e-05,1.5e-05,3.2e-05
2556,22.8,41.9,0.000254,9e-06,4e-06,9e-06
2557,1.0,1.92,0.00943,0.00159,0.00046,0.00089
2557,1.92,2.97,0.0153,0.0015,0.0007,0.0012
2557,2.97,4.02,0.0172,0.0016,0.0004,0.0009
2557,4.02,4.88,0.0155,0.0007,0.0002,0.0007
2557,4.88,5.9,0.013,0.0006,0.0001,0.0006
2557,5.9,7.09,0.00995,0.0004,0.00022,0.00047
2557,7.09,8.48,0.0074,0.00028,0.00012,0.00032
2557,8.48,11.0,0.00435,0.00015,5e-05,0.00017
2557,11.0,16.6,0.00215,6e-05,2e-05,8e-05
2557,16.6,22.8,0.000864,3.4e-05,1.2e-05,3e-05
2557,22.8,41.9,0.000255,9e-06,3e-06,8e-06
2558,1.0,1.92,0.0111,0.0022,0.0005,0.001
2558,1.92,2.97,0.0162,0.0018,0.0007,0.0013
2558,2.97,4.02,0.0153,0.0018,0.0004,0.0009
2558,4.02,4.88,0.0156,0.0008,0.0002,0.0007
2558,4.88,5.9,0.0127,0.0006,0.0001,0.0006
2558,5.9,7.09,0.0111,0.0005,0.0003,0.0005
2558,7.09,8.48,0.00757,0.00032,0.0002,0.00036
2558,8.48,11.0,0.00425,0.00017,7e-05,0.00018
2558,11.0,16.6,0.00218,7e-05,3e-05,8e-05
2558,16.6,22.8,0.000915,3.9e-05,1.4e-05,3.3e-05
2558,22.8,41.9,0.000254,1e-05,4e-06,9e-06
2559,1.0,1.92,0.0122,0.0023,0.0006,0.0012
2559,1.92,2.97,0.0147,0.0017,0.0007,0.0012
2559,2.97,4.02,0.0165,0.0017,0.0004,0.0009
2559,4.02,4.88,0.0144,0.0008,0.0002,0.0007
2559,4.88,5.9,0.0136,0.0006,0.0001,0.0006
2559,5.9,7.09,0.0108,0.0005,0.0002,0.0005
2559,7.09,8.48,0.00732,0.00031,0.0001,0.00031
2559,8.48,11.0,0.00469,0.00018,7e-05,0.00019
2559,11.0,16.6,0.00221,8e-05,3e-05,8e-05
2559,16.6,22.8,0.000813,3.7e-05,1.1e-05,2.8e-05
2559,22.8,41.9,0.000276,1e-05,2e-06,8e-06
2560,1.0,1.92,0.0117,0.0021,0.0006,0.0011
2560,1.92,2.97,0.0183,0.0019,0.0008,0.0015
2560,2.97,4.02,0.0174,0.0018,0.0005,0.001
2560,4.02,4.88,0.0152,0.0008,0.0002,0.0007
2560,4.88,5.9,0.0145,0.0007,0.0001,0.0006
2560,5.9,7.09,0.0108,0.0005,0.0002,0.0005
2560,7.09,8.48,0.00876,0.00035,0.00012,0.00037
2560,8.48,11.0,0.00472,0.00017,7e-05,0.00019
2560,11.0,16.6,0.00226,8e-05,4e-05,9e-05
2560,16.6,22.8,0.000978,4.1e-05,1.8e-05,3.6e-05
2560,22.8,41.9,0.000254,1e-05,4e-06,8e-06
2561,1.0,1.92,0.00617,0.00176,0.00035,0.00061
2561,1.92,2.97,0.0186,0.0021,0.0008,0.0015
2561,2.97,4.02,0.0166,0.0019,0.0005,0.0009
2561,4.02,4.88,0.015,0.0009,0.0003,0.0007
2561,4.88,5.9,0.0124,0.0007,0.0001,0.0005
2561,5.9,7.09,0.0107,0.0005,0.0003,0.0005
2561,7.09,8.48,0.00702,0.00034,0.00015,0.00032
2561,8.48,11.0,0.00456,0.00019,5e-05,0.00018
2561,11.0,16.6,0.00215,8e-05,3e-05,8e-05
2561,16.6,22.8,0.000973,4.4e-05,1.6e-05,3.5e-05
2561,22.8,41.9,0.000259,1.1e-05,5e-06,9e-06
2562,1.0,1.92,0.011,0.0022,0.0005,0.001
2562,1.92,2.97,0.0181,0.002,0.0008,0.0014
2562,2.97,4.02,0.0168,0.0019,0.0005,0.001
2562,4.02,4.88,0.0151,0.0009,0.0002,0.0007
2562,4.88,5.9,0.0148,0.0008,0.0002,0.0007
2562,5.9,7.09,0.0101,0.0005,0.0002,0.0005
2562,7.09,8.48,0.00817,0.00039,0.0002,0.00038
2562,8.48,11.0,0.00494,0.00021,8e-05,0.0002
2562,11.0,16.6,0.00226,9e-05,4e-05,9e-05
2562,16.6,22.8,0.000861,4.3e-05,1.8e-05,3.3e-05
2562,22.8,41.9,0.000255,1.1e-05,5e-06,9e-06
2563,1.0,1.92,0.0124,0.0029,0.0006,0.0012
2563,1.92,2.97,0.0147,0.0021,0.0007,0.0012
2563,2.97,4.02,0.0174,0.0019,0.0003,0.0009
2563,4.02,4.88,0.0167,0.001,0.0002,0.0008
2563,4.88,5.9,0.0127,0.0008,0.0002,0.0006
2563,5.9,7.09,0.0104,0.0006,0.0002,0.0005
2563,7.09,8.48,0.00826,0.00042,0.00016,0.00036
2563,8.48,11.0,0.00492,0.00023,8e-05,0.0002
2563,11.0,16.6,0.00207,9e-05,4e-05,8e-05
2563,16.6,22.8,0.000904,4.9e-05,1.5e-05,3.3e-05
2563,22.8,41.9,0.000258,1.2e-05,6e-06,1e-05
2564,1.0,1.92,0.00876,0.00176,0.00043,0.00082
2564,1.92,2.97,0.017,0.0017,0.0008,0.0014
2564,2.97,4.02,0.0166,0.0017,0.0004,0.0009
2564,4.02,4.88,0.0139,0.0008,0.0002,0.0007
2564,4.88,5.9,0.0129,0.0006,0.0001,0.0006
2564,5.9,7.09,0.00905,0.00045,0.00024,0.00044
2564,7.09,8.48,0.00681,0.00032,0.0001,0.00029
2564,8.48,11.0,0.0047,0.00018,4e-05,0.00018
2564,11.0,16.6,0.00217,8e-05,3e-05,8e-05
2564,16.6,22.8,0.000816,3.9e-05,2e-05,3.3e-05
2564,22.8,41.9,0.000257,1e-05,5e-06,9e-06
2565,1.0,1.92,0.009,0.00203,0.00048,0.00086
2565,1.92,2.97,0.0158,0.0018,0.0007,0.0013
2565,2.97,4.02,0.0171,0.0018,0.0004,0.0009
2565,4.02,4.88,0.0158,0.0008,0.0002,0.0007
2565,4.88,5.9,0.0136,0.0007,0.0001,0.0006
2565,5.9,7.09,0.0105,0.0005,0.0002,0.0005
2565,7.09,8.48,0.00726,0.00033,9e-05,0.0003
2565,8.48,11.0,0.00481,0.00018,7e-05,0.0002
2565,11.0,16.6,0.00214,8e-05,3e-05,8e-05
2565,16.6,22.8,0.000822,3.8e-05,1.1e-05,2.9e-05
2565,22.8,41.9,0.000252,1e-05,3e-06,8e-06
2566,1.0,1.92,0.0119,0.0025,0.0006,0.0012
2566,1.92,2.97,0.0155,0.0019,0.0007,0.0012
2566,2.97,4.02,0.0185,0.002,0.0004,0.001
2566,4.02,4.88,0.0139,0.0009,0.0002,0.0006
2566,4.88,5.9,0.0121,0.0007,0.0002,0.0005
2566,5.9,7.09,0.0118,0.0006,0.0003,0.0006
2566,7.09,8.48,0.00728,0.00037,0.00018,0.00034
2566,8.48,11.0,0.00487,0.00021,7e-05,0.0002
2566,11.0,16.6,0.00216,9e-05,3e-05,8e-05
2566,16.6,22.8,0.000859,4.5e-05,1.3e-05,3.1e-05
2566,22.8,41.9,0.000258,1.1e-05,3e-06,8e-06
2567,1.0,1.92,0.0109,0.0027,0.0006,0.001
2567,1.92,2.97,0.0209,0.0024,0.0009,0.0016
2567,2.97,4.02,0.0149,0.0023,0.0006,0.001
2567,4.02,4.88,0.0133,0.001,0.0002,0.0006
2567,4.88,5.9,0.0132,0.0008,0.0001,0.0006
2567,5.9,7.09,0.0104,0.0006,0.0003,0.0005
2567,7.09,8.48,0.00662,0.0004,0.00024,0.00035
2567,8.48,11.0,0.00466,0.00023,7e-05,0.00019
2567,11.0,16.6,0.00206,9e-05,5e-05,9e-05
2567,16.6,22.8,0.000899,5.2e-05,1.3e-05,3.2e-05
2567,22.8,41.9,0.000263,1.3e-05,6e-06,1e-05
2568,1.0,1.92,0.0148,0.003,0.0008,0.0014
2568,1.92,2.97,0.0178,0.002,0.0008,0.0014
2568,2.97,4.02,0.0186,0.002,0.0004,0.001
2568,4.02,4.88,0.0154,0.0009,0.0002,0.0007
2568,4.88,5.9,0.0123,0.0007,0.0002,0.0006
2568,5.9,7.09,0.0102,0.0005,0.0003,0.0005
2568,7.09,8.48,0.00782,0.00035,0.00012,0.00033
2568,8.48,11.0,0.00449,0.00018,5e-05,0.00018
2568,11.0,16.6,0.00213,8e-05,4e-05,8e-05
2568,16.6,22.8,0.000853,4.1e-05,1.8e-05,3.3e-05
2568,22.8,41.9,0.000298,1.2e-05,3e-06,9e-06
2569,1.0,1.92,0.0129,0.0025,0.0007,0.0012
2569,1.92,2.97,0.0175,0.0019,0.0008,0.0014
2569,2.97,4.02,0.0185,0.0018,0.0004,0.001
2569,4.02,4.88,0.0141,0.0008,0.0002,0.0007
2569,4.88,5.9,0.0139,0.0006,0.0001,0.0006
2569,5.9,7.09,0.00964,0.00044,0.0002,0.00044
2569,7.09,8.48,0.00726,0.00031,0.0001,0.0003
2569,8.48,11.0,0.0048,0.00018,0.00011,0.00021
2569,11.0,16.6,0.00236,8e-05,2e-05,9e-05
2569,16.6,22.8,0.000909,4e-05,2.8e-05,4.1e-05
2569,22.8,41.9,0.000232,9e-06,4e-06,8e-06
2570,1.0,1.92,0.0116,0.0023,0.0006,0.0011
2570,1.92,2.97,0.0213,0.0019,0.0009,0.0017
2570,2.97,4.02,0.0164,0.0016,0.0004,0.0009
2570,4.02,4.88,0.0175,0.0008,0.0002,0.0008
2570,4.88,5.9,0.0136,0.0006,0.0001,0.0006
2570,5.9,7.09,0.0105,0.0004,0.0002,0.0005
2570,7.09,8.48,0.00707,0.00028,9e-05,0.0003
2570,8.48,11.0,0.00439,0.00015,4e-05,0.00017
2570,11.0,16.6,0.00207,6e-05,2e-05,8e-05
2570,16.6,22.8,0.000833,3.5e-05,1.5e-05,3.1e-05
2570,22.8,41.9,0.000264,9e-06,3e-06,8e-06
2571,1.0,1.92,0.00888,0.00232,0.00049,0.00086
2571,1.92,2.97,0.0182,0.002,0.0008,0.0014
2571,2.97,4.02,0.0161,0.0018,0.0004,0.0009
2571,4.02,4.88,0.0145,0.0008,0.0002,0.0007
2571,4.88,5.9,0.0133,0.0006,0.0001,0.0006
2571,5.9,7.09,0.0103,0.0004,0.0002,0.0005
2571,7.09,8.48,0.0076,0.00032,0.00015,0.00034
2571,8.48,11.0,0.00457,0.00017,6e-05,0.00018
2571,11.0,16.6,0.00229,7e-05,3e-05,9e-05
2571,16.6,22.8,0.000979,4.2e-05,2.9e-05,4.3e-05
2571,22.8,41.9,0.000255,1e-05,5e-06,9e-06
2572,1.0,1.92,0.00836,0.00202,0.0004,0.00078
2572,1.92,2.97,0.0175,0.002,0.0008,0.0014
2572,2.97,4.02,0.0147,0.0018,0.0004,0.0008
2572,4.02,4.88,0.0149,0.0008,0.0002,0.0007
2572,4.88,5.9,0.0109,0.0006,0.0001,0.0005
2572,5.9,7.09,0.00963,0.00045,0.00021,0.00045
2572,7.09,8.48,0.00768,0.00034,0.00011,0.00032
2572,8.48,11.0,0.00459,0.00018,8e-05,0.00019
2572,11.0,16.6,0.00215,8e-05,3e-05,8e-05
2572,16.6,22.8,0.000928,4.2e-05,1e-05,3.2e-05
2572,22.8,41.9,0.000262,1.1e-05,4e-06,9e-06
2573,1.0,1.92,0.00998,0.00205,0.0005,0.00094
2573,1.92,2.97,0.0135,0.0016,0.0006,0.0011
2573,2.97,4.02,0.0151,0.0016,0.0004,0.0008
2573,4.02,4.88,0.0144,0.0007,0.0002,0.0007
2573,4.88,5.9,0.0122,0.0006,0.0001,0.0005
2573,5.9,7.09,0.00935,0.0004,0.00019,0.00043
2573,7.09,8.48,0.00695,0.00029,0.00011,0.00029
2573,8.48,11.0,0.00449,0.00016,7e-05,0.00018
2573,11.0,16.6,0.00222,7e-05,3e-05,8e-05
2573,16.6,22.8,0.000848,3.5e-05,1.2e-05,3e-05
2573,22.8,41.9,0.000241,9e-06,4e-06,8e-06
2574,1.0,1.92,0.0102,0.0019,0.0005,0.001
2574,1.92,2.97,0.0151,0.0015,0.0007,0.0012
2574,2.97,4.02,0.0148,0.0015,0.0003,0.0008
2574,4.02,4.88,0.0136,0.0007,0.0002,0.0006
2574,4.88,5.9,0.0125,0.0005,0.0001,0.0006
2574,5.9,7.09,0.00966,0.00038,0.00016,0.00043
2574,7.09,8.48,0.00678,0.00026,8e-05,0.00028
2574,8.48,11.0,0.00436,0.00015,5e-05,0.00017
2574,11.0,16.6,0.00223,7e-05,2e-05,8e-05
2574,16.6,22.8,0.000881,3.4e-05,9e-06,3e-05
2574,22.8,41.9,0.000266,9e-06,4e-06,9e-06
2575,1.0,1.92,0.0135,0.0022,0.0007,0.0013
2575,1.92,2.97,0.0171,0.0016,0.0008,0.0014
2575,2.97,4.02,0.0147,0.0014,0.0004,0.0008
2575,4.02,4.88,0.0142,0.0007,0.0002,0.0007
2575,4.88,5.9,0.013,0.0006,0.0001,0.0006
2575,5.9,7.09,0.00903,0.00038,0.00018,0.00042
2575,7.09,8.48,0.00713,0.00028,0.0001,0.0003
2575,8.48,11.0,0.0045,0.00016,5e-05,0.00018
2575,11.0,16.6,0.00215,7e-05,2e-05,8e-05
2575,16.6,22.8,0.00087,3.6e-05,1.8e-05,3.3e-05
2575,22.8,41.9,0.000267,1e-05,5e-06,9e-06
